Plataforma,Genero,Anio de lanzamiento,Puntuacion de la critica,Puntuacion de los usuarios,Ventas globales (millones),Clasificacion ESRB,Modo multijugador,Modo historia,Valoracion Final
Switch,Simulacion,2020,5.6,1,9.19,E,Si,Si,3.3
Xbox Series X,Plataformas,2023,5.2,1,4.3,AO,No,Si,3.1
Switch,Accion,2022,6.2,1,27.34,AO,No,No,3.6
PS5,Simulacion,2021,6.3,3,18.85,M,No,No,4.65
PS5,Plataformas,2021,9.9,1,17.82,T,No,Si,5.45
PC,RPG,2008,8.4,6,27.41,AO,No,Si,7.2
PS4,RPG,2014,6.5,7,25.07,E10+,No,No,6.75
PS5,Estrategia,2024,7.7,6,8.32,E,No,No,6.85
PS4,Carreras,2017,7.7,10,4.96,T,No,No,8.85
PS5,Simulacion,2023,6,2,46.36,E10+,Si,No,4
PC,Plataformas,2025,7.4,6,3.49,M,Si,Si,6.7
PC,Accion,2008,5.6,1,0.23,AO,No,No,3.3
PS5,Simulacion,2025,6,1,37.84,E10+,Si,No,3.5
PS4,Plataformas,2019,5.1,10,43.23,E,Si,No,7.55
Xbox One,Deportes,2016,7.9,2,43.9,M,Si,Si,4.95
PS5,Aventura,2023,9.6,2,17.13,E10+,No,No,5.8
PS4,Puzzle,2013,7.2,7,47.54,E,Si,No,7.1
PS4,RPG,2016,7.6,10,3.24,E10+,No,No,8.8
Xbox One,Simulacion,2019,9.2,7,14.77,E,Si,Si,8.1
Xbox One,Plataformas,2018,5.9,3,34.9,E,No,No,4.45
PC,Carreras,2023,5.8,6,15.02,AO,Si,Si,5.9
Xbox One,Estrategia,2018,9.2,1,21.92,E10+,No,No,5.1
Xbox Series X,Simulacion,2022,9.1,4,11.68,AO,No,Si,6.55
PS4,Puzzle,2019,5.9,6,12.46,T,Si,Si,5.95
PC,Simulacion,2019,8.5,10,31.84,E10+,No,No,9.25
PS5,Accion,2025,5.5,8,17.41,AO,Si,Si,6.75
Xbox One,Carreras,2016,9.4,2,33.21,E10+,Si,No,5.7
PS5,Estrategia,2021,8.6,4,39.36,E10+,Si,Si,6.3
PS5,Carreras,2020,10,9,31.46,E10+,No,Si,9.5
Switch,Plataformas,2020,8.1,6,15.13,M,No,No,7.05
PC,Aventura,2025,5.8,4,43.51,T,Si,No,4.9
Xbox One,Estrategia,2017,8.3,4,36.03,M,Si,No,6.15
PC,Estrategia,2006,8.8,4,3.7,E,Si,No,6.4
Switch,Carreras,2023,7.7,3,49.78,M,No,No,5.35
Xbox One,Carreras,2014,10,1,17.6,AO,Si,Si,5.5
Switch,Aventura,2024,6.5,2,45.54,M,No,Si,4.25
Xbox Series X,Carreras,2020,8.6,1,49.49,AO,No,No,4.8
Xbox Series X,Puzzle,2022,6.8,3,10.36,E,No,Si,4.9
Switch,Puzzle,2018,5.5,9,5.2,E10+,No,Si,7.25
PS4,Carreras,2016,8.4,1,33.82,T,No,Si,4.7
Xbox One,Estrategia,2018,5.6,4,3.62,T,Si,Si,4.8
PS5,Puzzle,2025,5.9,5,48.04,AO,Si,No,5.45
Xbox Series X,Aventura,2023,7.9,9,29.63,E10+,No,Si,8.45
PS5,Carreras,2022,7.9,8,42.08,E10+,Si,Si,7.95
PC,Plataformas,2005,9.2,9,19.87,E,No,No,9.1
Xbox Series X,Plataformas,2020,9.5,4,40.18,E10+,Si,Si,6.75
PS5,Carreras,2023,7.9,9,27.45,M,Si,No,8.45
PS5,Estrategia,2021,9.9,1,31.46,M,Si,No,5.45
Switch,Carreras,2021,9.2,1,19.84,T,Si,No,5.1
Switch,Carreras,2020,6.2,2,21.05,E10+,No,No,4.1
PS4,Aventura,2018,7.8,9,6.32,E,Si,Si,8.4
PS4,Estrategia,2014,9.9,2,35.12,AO,Si,No,5.95
Xbox One,Puzzle,2015,5.6,5,43.04,E10+,Si,Si,5.3
Xbox One,Simulacion,2013,5.8,1,19.28,AO,No,No,3.4
PC,Deportes,2011,5,8,13.75,M,No,Si,6.5
PS5,RPG,2025,8.9,10,26.71,M,No,No,9.45
PS4,Carreras,2016,8.2,2,32.41,T,No,No,5.1
Xbox One,Deportes,2020,6.8,1,43.47,E,No,Si,3.9
PS4,RPG,2016,9,7,22.8,E10+,Si,No,8
Xbox One,Puzzle,2016,6.4,9,49,M,Si,No,7.7
Xbox One,Simulacion,2017,6.8,6,38.76,T,No,No,6.4
PC,Carreras,2019,5.7,7,9.48,AO,No,No,6.35
Switch,Carreras,2020,5.6,2,30.21,M,No,Si,3.8
PC,Carreras,2007,8.7,9,33.61,E10+,No,Si,8.85
Switch,Accion,2017,7.8,2,20.23,E,No,No,4.9
Xbox Series X,Deportes,2022,9.9,1,21.77,M,Si,No,5.45
Switch,Puzzle,2018,5.3,3,42.33,AO,Si,No,4.15
PS5,Simulacion,2022,6.5,2,4.7,M,No,No,4.25
PC,Deportes,2011,8.5,10,17.18,E10+,Si,Si,9.25
Xbox One,Puzzle,2018,7.9,8,23.55,E10+,No,No,7.95
PS5,Aventura,2025,6.2,8,30.3,M,Si,Si,7.1
Switch,Carreras,2019,6.2,2,47.05,T,Si,Si,4.1
Xbox One,RPG,2016,9.4,8,10.38,M,Si,No,8.7
Xbox One,Puzzle,2019,9,5,4.12,T,Si,No,7
PS4,Simulacion,2013,5.7,1,31.65,T,No,No,3.35
Switch,Carreras,2025,5.9,10,14.2,AO,Si,No,7.95
Switch,Puzzle,2023,6.3,7,46.28,E,No,Si,6.65
PC,Simulacion,2016,8,10,28.02,M,No,No,9
PS4,Estrategia,2013,8.6,2,41.05,M,Si,No,5.3
PS4,Puzzle,2018,8.2,8,36.36,E,Si,No,8.1
Xbox One,Accion,2018,9.8,4,38.88,E10+,No,Si,6.9
PS4,Simulacion,2014,6.8,10,18.63,E10+,Si,No,8.4
PC,Simulacion,2021,10,1,5.84,E,Si,Si,5.5
PC,Aventura,2022,6.4,8,0.76,E,Si,Si,7.2
PC,Puzzle,2018,8.9,9,43.42,E10+,No,No,8.95
Switch,Deportes,2018,6.5,3,4.48,E,No,No,4.75
PC,Deportes,2010,9.4,2,33.07,M,No,Si,5.7
Switch,Deportes,2017,9.1,1,6.01,T,No,Si,5.05
Xbox Series X,Estrategia,2025,6.6,6,38.29,E,No,Si,6.3
PC,Puzzle,2008,7.2,2,17.39,E10+,No,Si,4.6
Switch,Plataformas,2024,9,7,40.87,T,Si,No,8
Xbox One,Accion,2018,6.4,4,2.22,E10+,Si,Si,5.2
Xbox Series X,RPG,2021,6.2,8,24.5,M,Si,No,7.1
PS4,Accion,2019,10,5,43.35,E10+,No,No,7.5
Xbox One,Estrategia,2020,5,7,16.49,M,No,No,6
Xbox Series X,Plataformas,2023,8.9,10,39.74,T,Si,No,9.45
PC,Simulacion,2019,7.3,5,27.94,E10+,No,No,6.15
Xbox Series X,Aventura,2022,8.1,6,6.31,E,Si,No,7.05
PC,Carreras,2022,6.5,9,4.42,M,Si,Si,7.75
PS5,Carreras,2021,9.3,1,41.36,AO,No,No,5.15
Xbox One,Accion,2020,5.3,8,1.06,E10+,No,No,6.65
PS5,Plataformas,2022,5.1,3,7.8,M,No,No,4.05
PS4,Carreras,2017,8.2,5,39.92,E10+,No,Si,6.6
Switch,Aventura,2022,6.5,8,21.77,E10+,No,No,7.25
PC,Simulacion,2020,8.3,10,17.51,E,No,Si,9.15
PS5,Deportes,2020,7.8,7,34.12,M,No,Si,7.4
Switch,Puzzle,2018,5.8,4,7.49,E10+,No,No,4.9
Switch,Plataformas,2017,6.7,4,20.4,T,Si,No,5.35
PC,Simulacion,2018,9.5,7,43.67,E,Si,Si,8.25
PS5,Puzzle,2022,7.5,1,19.74,E10+,No,No,4.25
PC,Accion,2022,6.1,5,8.41,E10+,No,Si,5.55
PS4,Plataformas,2019,9.5,10,19,T,Si,No,9.75
Xbox One,Carreras,2015,6.7,5,10.88,E,Si,No,5.85
PS5,Plataformas,2023,10,5,24.09,T,Si,No,7.5
PC,Carreras,2009,8.8,2,19.07,AO,No,Si,5.4
PS5,Plataformas,2022,8.4,5,0.95,M,No,Si,6.7
PC,Plataformas,2020,5.5,2,45.73,M,No,No,3.75
Xbox Series X,Aventura,2025,8.1,1,3.99,E,Si,Si,4.55
PS5,Deportes,2023,7.5,2,12.71,E10+,No,No,4.75
Xbox Series X,Puzzle,2021,7.4,3,9.41,E,Si,Si,5.2
PC,RPG,2012,6.5,3,47.22,T,Si,No,4.75
PS4,RPG,2016,5.3,7,4.3,AO,Si,No,6.15
Switch,Deportes,2024,9.6,1,37.32,AO,Si,No,5.3
PS4,Puzzle,2020,6.3,6,41.95,E,Si,No,6.15
PC,Estrategia,2020,5.6,8,5.7,M,Si,No,6.8
Xbox One,Accion,2015,9.8,2,17.9,AO,Si,Si,5.9
Xbox Series X,Puzzle,2020,7,7,9.61,E,No,Si,7
PS5,Estrategia,2020,9.4,4,0.8,AO,Si,Si,6.7
PC,Simulacion,2014,6.6,6,13.58,T,Si,Si,6.3
PS5,Plataformas,2025,8.9,5,26.71,E10+,No,No,6.95
PS5,Estrategia,2021,8.8,1,0.59,AO,Si,No,4.9
PC,Puzzle,2005,5.5,9,36.8,E10+,Si,No,7.25
Xbox Series X,Puzzle,2020,9.5,8,30.8,E10+,Si,Si,8.75
PS4,Carreras,2016,9.9,10,13.37,T,No,Si,9.95
Switch,Carreras,2023,6.5,8,20.61,T,Si,Si,7.25
Switch,Puzzle,2023,6,2,25.8,T,Si,No,4
Switch,Deportes,2017,5.7,4,8.68,T,No,No,4.85
Switch,Simulacion,2022,9,9,44.26,T,Si,No,9
Switch,Carreras,2024,5.6,5,2.03,M,No,Si,5.3
PS5,Carreras,2025,6,3,26.73,T,Si,No,4.5
PS4,Estrategia,2017,10,5,4.62,AO,Si,No,7.5
PS5,Simulacion,2023,8.6,3,46.29,E10+,No,Si,5.8
PS4,RPG,2018,8.4,7,12.49,E10+,Si,Si,7.7
Xbox Series X,Puzzle,2023,7.7,3,2.36,E,Si,No,5.35
Xbox One,RPG,2013,7,9,20.9,E,Si,No,8
Switch,Puzzle,2018,7.9,1,6.48,T,Si,Si,4.45
Xbox One,Aventura,2017,6.5,6,25.18,AO,No,Si,6.25
PS4,Accion,2013,7.9,7,27.69,E,Si,Si,7.45
PC,RPG,2024,7.5,8,19.83,E,Si,Si,7.75
Xbox Series X,Accion,2023,6.5,10,35.96,E10+,Si,No,8.25
PS4,Carreras,2015,8.9,9,27.06,E10+,No,Si,8.95
PS4,Carreras,2016,9.5,10,36.41,AO,No,No,9.75
PS5,Puzzle,2022,7.1,5,7.59,AO,No,No,6.05
Xbox Series X,Aventura,2021,5.7,3,23.89,AO,Si,Si,4.35
Xbox One,Simulacion,2018,5.4,7,27.91,M,Si,Si,6.2
PC,Accion,2018,5.1,2,18.07,T,Si,Si,3.55
Switch,Puzzle,2022,5.4,6,4.34,M,No,No,5.7
Xbox Series X,Puzzle,2021,6.7,3,37.08,E,No,No,4.85
Xbox Series X,RPG,2022,9.9,4,20.4,T,No,No,6.95
Xbox One,RPG,2016,8.5,10,31.16,AO,No,No,9.25
PC,Simulacion,2014,8.3,10,40.46,AO,No,No,9.15
PS4,Aventura,2019,8.7,3,36.14,E,No,Si,5.85
Switch,Aventura,2023,8.9,3,18.31,M,Si,Si,5.95
PS4,Puzzle,2020,6.2,2,32.83,E10+,No,No,4.1
Xbox Series X,Deportes,2025,7.3,3,40.05,AO,No,Si,5.15
Xbox One,Carreras,2018,9.6,7,13.97,T,Si,No,8.3
Switch,Carreras,2018,6.9,6,15.94,M,No,No,6.45
PS4,Deportes,2015,7.1,1,26.4,T,No,No,4.05
PC,RPG,2017,8.5,9,28.52,AO,Si,No,8.75
Switch,Estrategia,2021,6.4,6,49.81,M,Si,No,6.2
PC,Deportes,2024,9.5,9,47.77,E10+,Si,No,9.25
Xbox One,Puzzle,2017,6,2,42.04,E10+,No,Si,4
PC,RPG,2025,7.8,2,17.83,AO,Si,Si,4.9
PC,Simulacion,2019,6.9,8,31.45,E10+,No,No,7.45
PC,RPG,2008,9.5,7,29.61,T,Si,Si,8.25
Switch,Simulacion,2021,9.5,6,10.15,E10+,Si,Si,7.75
Xbox One,Aventura,2014,9.7,1,13.84,AO,Si,No,5.35
Switch,Aventura,2019,7.9,8,5.09,M,Si,Si,7.95
Xbox Series X,Carreras,2020,5.6,6,35.97,AO,No,Si,5.8
PS5,Estrategia,2024,7.2,2,43.42,T,No,Si,4.6
PS4,Plataformas,2016,5,8,36.7,T,No,No,6.5
PS4,RPG,2015,8.2,9,36.29,E10+,No,Si,8.6
PS4,Aventura,2014,5,9,43.12,E10+,No,No,7
PS5,Carreras,2022,8.5,7,12.86,E10+,No,Si,7.75
PS5,Accion,2024,9.2,10,18.72,T,Si,No,9.6
Xbox Series X,Accion,2020,7.9,4,3.38,AO,No,No,5.95
PS4,Estrategia,2020,8.5,4,13.39,AO,No,No,6.25
PC,RPG,2025,9.1,3,34.24,E10+,No,No,6.05
Xbox One,Simulacion,2016,6.8,1,27.56,E,Si,No,3.9
Xbox Series X,Deportes,2020,9.1,6,13.38,E10+,Si,Si,7.55
Xbox Series X,Deportes,2021,7.1,4,47.81,E10+,No,Si,5.55
PC,Estrategia,2012,8.1,8,41.85,T,No,Si,8.05
PS5,Plataformas,2022,5.9,7,1.61,T,Si,Si,6.45
PS4,Carreras,2013,7.9,2,27.13,M,Si,Si,4.95
Xbox One,Estrategia,2014,8.4,4,25.97,T,Si,Si,6.2
PS4,Simulacion,2013,5.5,7,28.91,AO,Si,No,6.25
PC,Accion,2011,9.6,1,10.38,M,No,Si,5.3
PS4,Simulacion,2016,8.3,7,7.7,T,Si,No,7.65
Xbox Series X,Estrategia,2020,6.3,6,12.38,T,Si,Si,6.15
Xbox One,Plataformas,2016,6.9,9,46.59,M,Si,Si,7.95
PS5,Aventura,2022,8.5,9,10.42,T,No,No,8.75
PS4,Accion,2019,9.6,7,7.58,E10+,No,No,8.3
PS5,Simulacion,2022,7,8,0.22,AO,No,No,7.5
PC,Accion,2007,6,3,6.47,E10+,No,Si,4.5
Xbox One,RPG,2020,8.5,10,25.8,AO,Si,Si,9.25
Switch,Accion,2023,6.7,4,13.76,E,No,No,5.35
PS4,Aventura,2016,7.4,3,1.01,M,Si,No,5.2
PS4,Aventura,2016,9.9,5,5.37,AO,No,Si,7.45
Xbox One,Aventura,2020,9.4,10,11.8,E,Si,No,9.7
PS4,Carreras,2014,8.4,3,20.56,AO,No,Si,5.7
Switch,Deportes,2023,7.7,10,10.58,T,Si,Si,8.85
PS4,Plataformas,2015,9.9,10,6.96,E,Si,No,9.95
Xbox Series X,Carreras,2025,8.1,1,18.79,E,No,Si,4.55
Xbox Series X,Puzzle,2020,8.3,3,43.16,T,No,No,5.65
PS4,Simulacion,2014,9.9,1,42.02,T,No,Si,5.45
Switch,Simulacion,2021,9.3,3,46.74,M,Si,Si,6.15
Switch,Carreras,2025,5.4,1,30.17,E,Si,Si,3.2
PS5,Deportes,2025,5,6,3.12,E10+,No,No,5.5
PC,Accion,2023,6,6,38.72,T,Si,Si,6
Xbox One,Plataformas,2015,8.9,9,12.59,AO,No,Si,8.95
PC,RPG,2008,8.3,6,19.91,M,Si,Si,7.15
Switch,Carreras,2017,7.5,5,48.44,E10+,Si,No,6.25
PS5,Plataformas,2021,5.2,10,5.62,AO,Si,Si,7.6
Xbox Series X,Carreras,2020,8.9,6,7.87,M,No,No,7.45
PS5,Aventura,2024,9.6,3,14.76,E10+,Si,Si,6.3
PC,Carreras,2010,5.5,7,34.37,M,No,Si,6.25
Xbox Series X,Aventura,2024,5.2,7,44.82,T,Si,No,6.1
PS5,Aventura,2021,9,9,14.98,M,Si,Si,9
PS4,Plataformas,2013,8.7,1,1.57,E10+,No,No,4.85
PS5,RPG,2024,6.3,10,41.98,E10+,No,No,8.15
PS5,Simulacion,2025,6,5,39.89,E10+,No,No,5.5
PC,Carreras,2008,9.1,6,2.82,E10+,Si,No,7.55
PS4,RPG,2019,6.1,5,16.61,E,Si,Si,5.55
PC,Simulacion,2019,6.8,4,40.73,T,No,No,5.4
Switch,Simulacion,2021,7.9,9,21.07,E,No,No,8.45
PS4,Accion,2018,7.2,5,24.18,E10+,Si,No,6.1
PS4,RPG,2015,9,6,13.53,E10+,No,Si,7.5
Switch,Simulacion,2022,5.6,6,21.45,M,No,Si,5.8
PS4,Estrategia,2014,8,9,8.81,M,Si,No,8.5
PC,Estrategia,2020,5.5,7,31.93,M,No,No,6.25
PS5,Simulacion,2020,6.3,2,40.16,M,Si,Si,4.15
Switch,Plataformas,2022,8.2,2,2.25,M,No,Si,5.1
Switch,RPG,2020,6.1,6,18.28,E10+,No,No,6.05
PS4,Aventura,2014,9.4,4,24,AO,Si,No,6.7
PC,Carreras,2008,5.3,3,36.39,AO,No,No,4.15
PC,Plataformas,2020,7.7,6,16.29,AO,Si,No,6.85
Switch,Estrategia,2022,7.6,10,4.67,M,No,No,8.8
Xbox Series X,Plataformas,2024,9.5,3,36.8,AO,No,Si,6.25
PC,Estrategia,2009,8.9,10,5.54,E10+,Si,Si,9.45
Xbox One,Simulacion,2013,9.5,6,41.45,M,Si,No,7.75
PC,Accion,2006,9.7,6,4.63,T,Si,Si,7.85
PC,Accion,2016,5.1,10,12.54,E,No,Si,7.55
Xbox One,Simulacion,2017,8.9,7,43.42,T,No,No,7.95
Xbox One,Deportes,2014,5.7,2,36.83,M,Si,No,3.85
Switch,RPG,2024,9.3,7,32.79,E,Si,No,8.15
PS5,Puzzle,2023,9.7,3,7.19,T,No,No,6.35
Switch,Deportes,2025,8.5,5,42.74,E,No,Si,6.75
Xbox Series X,Aventura,2024,8,6,12.12,AO,No,No,7
Xbox Series X,Aventura,2024,8.9,3,30.67,E10+,No,No,5.95
PS4,Puzzle,2019,6.3,10,48.05,T,Si,No,8.15
Xbox Series X,RPG,2020,5.9,1,47.51,T,No,Si,3.45
Xbox One,Puzzle,2013,8,2,18.37,E10+,Si,Si,5
Switch,RPG,2022,8.7,6,13.35,E,Si,Si,7.35
Xbox Series X,Accion,2020,7.6,3,18.72,E10+,No,Si,5.3
Switch,Aventura,2022,5.2,8,26.04,AO,No,Si,6.6
PS4,Simulacion,2017,9.3,3,34.52,AO,No,Si,6.15
Xbox Series X,Plataformas,2024,7.6,9,6.84,E,No,Si,8.3
PC,Aventura,2023,5.9,10,15.19,AO,No,No,7.95
PC,Simulacion,2007,5.2,9,12.04,E10+,No,Si,7.1
Switch,Puzzle,2025,5,1,9.22,E10+,Si,Si,3
Xbox One,Deportes,2019,7.1,2,9.36,E,No,No,4.55
Xbox One,Estrategia,2017,6.6,9,20.63,E10+,Si,No,7.8
Xbox Series X,Carreras,2021,7,9,39.6,E10+,Si,Si,8
PS4,Estrategia,2015,6.6,10,44.27,T,Si,Si,8.3
Xbox Series X,Estrategia,2025,6.2,2,49.62,E10+,Si,No,4.1
Xbox One,Estrategia,2020,9,9,48.49,E10+,No,Si,9
Xbox One,Deportes,2015,9.8,1,22.62,M,Si,No,5.4
PC,Aventura,2005,6.2,7,0.72,E10+,No,Si,6.6
PC,Accion,2017,5.8,6,15.96,T,Si,Si,5.9
Switch,Puzzle,2022,6.5,2,4.16,E,Si,Si,4.25
Switch,Aventura,2017,5.4,10,11.79,T,No,No,7.7
PS5,Estrategia,2022,6,4,48.43,M,No,No,5
PS5,Carreras,2025,6.7,3,3.91,M,Si,No,4.85
PS4,Accion,2020,9.6,2,9.25,M,No,No,5.8
Xbox Series X,Puzzle,2020,8.6,5,24.44,AO,Si,Si,6.8
Xbox One,RPG,2017,7.5,5,4.53,T,No,No,6.25
PS4,Carreras,2014,9.6,8,20.17,E,No,Si,8.8
PS4,Simulacion,2013,9,7,29.79,E10+,No,Si,8
Xbox One,Deportes,2014,8.3,6,45.06,M,Si,No,7.15
Xbox Series X,Aventura,2025,6.8,9,41.21,E,No,No,7.9
Switch,Accion,2019,10,2,32.11,AO,Si,Si,6
PS5,Simulacion,2021,7.3,6,34.91,AO,No,No,6.65
Xbox One,Estrategia,2016,6.9,4,19.16,E,Si,Si,5.45
Xbox One,Carreras,2016,7.9,10,40.43,T,Si,No,8.95
Xbox One,Puzzle,2019,9.3,9,37.8,E10+,Si,No,9.15
Switch,RPG,2024,6.1,3,1.97,T,Si,Si,4.55
Xbox Series X,Deportes,2024,5,5,4.4,E10+,Si,Si,5
PC,Accion,2008,6.8,10,49.33,AO,No,Si,8.4
PC,Aventura,2008,6,3,34.09,E10+,Si,Si,4.5
PS4,Accion,2018,5.4,6,3.73,T,No,No,5.7
Xbox One,Carreras,2020,6.8,10,12.98,T,Si,No,8.4
Xbox Series X,Plataformas,2024,10,2,20.04,E,No,No,6
PS4,Estrategia,2013,5.8,1,24.89,AO,Si,No,3.4
PS5,Simulacion,2023,7.8,8,39.29,M,Si,No,7.9
Xbox One,Estrategia,2017,6,2,27.36,E,Si,No,4
Switch,Accion,2022,6.1,3,38.08,E10+,No,No,4.55
PC,Deportes,2018,9.9,9,32.69,E10+,Si,Si,9.45
Xbox Series X,Carreras,2023,5.8,1,3.63,M,No,No,3.4
PS5,RPG,2022,9,9,44.98,T,No,Si,9
PS4,Accion,2017,10,8,18.26,AO,No,No,9
PC,Plataformas,2010,7.3,7,42.42,AO,Si,Si,7.15
PS4,Estrategia,2016,9.2,2,21.92,AO,No,Si,5.6
Switch,Simulacion,2023,8.6,7,0.25,E,No,Si,7.8
PS4,Carreras,2020,7,6,37.66,M,Si,No,6.5
Switch,Deportes,2020,8.3,9,15.86,T,No,Si,8.65
PS4,Deportes,2019,8.6,3,31.55,M,Si,No,5.8
Switch,Deportes,2025,8.2,7,5.46,E,No,No,7.6
Switch,Accion,2025,9.2,3,11.65,AO,No,No,6.1
PS4,Carreras,2017,6.1,7,29.25,E10+,Si,No,6.55
Switch,Puzzle,2022,5.7,9,19.59,T,Si,Si,7.35
PC,Deportes,2016,7.9,1,25.27,E,Si,Si,4.45
Xbox One,RPG,2017,6.2,9,11.43,E,No,Si,7.6
Switch,Puzzle,2018,9.3,2,1.79,E10+,Si,Si,5.65
PS5,Estrategia,2025,6.4,2,47.29,AO,No,Si,4.2
Switch,Carreras,2024,8.2,6,32.06,E10+,No,No,7.1
PS5,Accion,2021,6.1,6,12.17,AO,No,Si,6.05
Xbox Series X,Deportes,2023,8.2,9,5.61,AO,No,No,8.6
PS5,Deportes,2025,7.1,2,20.98,E10+,Si,No,4.55
PC,Carreras,2018,9.3,4,2.24,T,Si,Si,6.65
Switch,Puzzle,2017,6.1,7,1.19,E,Si,Si,6.55
Switch,Plataformas,2021,8.6,8,19.45,E,No,No,8.3
Switch,Simulacion,2025,7.2,4,33.01,AO,Si,Si,5.6
Switch,Aventura,2021,6.7,5,36.54,M,Si,Si,5.85
PS4,Simulacion,2020,5.2,6,15.25,E,No,No,5.6
Xbox One,Estrategia,2018,6.4,1,24.24,E,Si,Si,3.7
Xbox Series X,Aventura,2021,5.4,2,36.44,E,Si,Si,3.7
Switch,Puzzle,2019,6.4,7,49.76,E10+,Si,Si,6.7
Switch,Estrategia,2019,9.2,4,15.2,E10+,Si,Si,6.6
Switch,Estrategia,2024,9.2,5,23.69,T,No,Si,7.1
Xbox Series X,Carreras,2021,6.3,4,45.95,E10+,No,No,5.15
Switch,Estrategia,2017,7.9,1,25.5,AO,No,No,4.45
Xbox One,Accion,2017,5.1,9,33.98,E10+,Si,Si,7.05
Switch,Accion,2025,8.8,3,15.03,M,Si,Si,5.9
Xbox One,Carreras,2018,7.8,2,0.22,E10+,No,No,4.9
Xbox Series X,RPG,2024,7.6,10,3.87,M,No,No,8.8
PS5,RPG,2021,5.8,10,9.99,T,Si,Si,7.9
PS4,RPG,2020,8.4,4,43.8,E,No,No,6.2
Switch,Aventura,2020,6.8,8,42.01,T,Si,No,7.4
Switch,Carreras,2021,7.9,7,6.08,E,Si,Si,7.45
Xbox One,Accion,2015,7.3,7,20.37,M,No,Si,7.15
Xbox One,RPG,2017,8.4,2,17.17,E10+,No,Si,5.2
Xbox One,Accion,2013,6.1,2,30.72,E,No,No,4.05
PS5,Puzzle,2021,6.4,3,8.5,T,No,No,4.7
Xbox One,Estrategia,2016,8.3,8,41.24,AO,Si,No,8.15
PS4,Puzzle,2014,6,5,35.13,E10+,No,No,5.5
Xbox Series X,Puzzle,2020,6.1,7,0.28,AO,Si,Si,6.55
PS4,Accion,2013,5,3,17.38,T,No,No,4
PC,Aventura,2008,6.8,9,9.78,E10+,Si,Si,7.9
Switch,Estrategia,2023,7.9,8,20.21,AO,No,No,7.95
Xbox Series X,Carreras,2023,8.1,2,19.42,E10+,No,Si,5.05
PC,Simulacion,2010,6.7,9,35.45,T,No,No,7.85
PC,Plataformas,2009,5.9,3,43.92,E10+,Si,Si,4.45
PS4,RPG,2020,6,2,38.37,E,No,No,4
PC,Estrategia,2023,5.4,2,3.7,T,No,No,3.7
PS5,Estrategia,2021,7.9,8,7.66,E,Si,No,7.95
Xbox Series X,Estrategia,2023,9.3,5,24.17,E,Si,No,7.15
PS5,Puzzle,2020,5.9,8,36.7,E10+,No,Si,6.95
Xbox One,Accion,2017,5.9,9,12.72,E10+,No,Si,7.45
PC,Estrategia,2017,6.7,1,2.61,M,Si,Si,3.85
Switch,Accion,2018,9,1,3.78,AO,No,No,5
PS5,Deportes,2025,8.4,6,46.51,T,Si,No,7.2
Xbox One,Aventura,2016,6.1,2,47.13,AO,Si,Si,4.05
Xbox Series X,Accion,2021,8.9,7,31.98,M,Si,No,7.95
Xbox One,Deportes,2016,9.8,9,43.29,E,No,No,9.4
Xbox One,Plataformas,2013,8.1,4,14.11,E10+,Si,No,6.05
Xbox Series X,Deportes,2022,5.6,10,29.89,AO,No,No,7.8
PC,Plataformas,2025,9.5,10,15.6,E,Si,Si,9.75
Switch,Simulacion,2018,8.1,9,27.75,AO,Si,No,8.55
PS5,RPG,2021,9.2,2,23.23,T,No,No,5.6
Switch,Estrategia,2025,8.4,3,41.7,M,No,No,5.7
Switch,Deportes,2018,7.3,8,27.65,E,Si,No,7.65
Xbox Series X,Estrategia,2021,9.6,9,37.76,M,No,Si,9.3
PS5,Carreras,2021,7.6,2,49.27,T,Si,Si,4.8
PS5,RPG,2024,5.5,10,17,T,No,No,7.75
PC,Estrategia,2021,9,6,10.62,E10+,No,Si,7.5
Switch,Deportes,2022,7.1,10,40.56,M,Si,No,8.55
PC,Plataformas,2025,7.8,8,6.55,AO,Si,No,7.9
Switch,Carreras,2025,8.2,9,14.44,AO,Si,Si,8.6
Xbox One,Aventura,2014,7.9,1,37.84,T,Si,No,4.45
Switch,Deportes,2019,8.7,10,49.67,E,Si,No,9.35
Xbox One,Deportes,2017,8.4,5,41.31,T,Si,No,6.7
PC,Estrategia,2016,7.3,9,46.47,E,No,No,8.15
PS5,Carreras,2025,7.6,9,17.6,E10+,No,No,8.3
PC,Carreras,2022,8.4,3,41.96,E,Si,Si,5.7
PC,Puzzle,2021,7.1,8,26.53,E,Si,Si,7.55
PC,Puzzle,2016,5.3,2,31.01,T,No,No,3.65
PC,Puzzle,2007,8.7,6,17.41,E10+,Si,No,7.35
PS5,Accion,2020,5.9,2,33.11,M,No,No,3.95
Xbox One,RPG,2019,6,6,20.99,E10+,Si,Si,6
PS4,Simulacion,2013,6.5,3,32.48,M,No,Si,4.75
Switch,Estrategia,2017,6.2,2,46.69,T,Si,No,4.1
PC,RPG,2007,7.7,9,30.42,E10+,No,Si,8.35
Xbox One,Simulacion,2020,6,10,41.9,E10+,Si,Si,8
PS5,Carreras,2025,9.5,4,40.24,T,No,Si,6.75
Switch,Puzzle,2024,6.3,8,47.02,M,No,No,7.15
Xbox Series X,RPG,2024,9.6,10,2.03,M,No,Si,9.8
PS4,Carreras,2014,7.7,4,48.69,E10+,No,Si,5.85
